Genus	SMPL0	SMPL1	SMPL10	SMPL100	SMPL101	SMPL102	SMPL103	SMPL104	SMPL105	SMPL106	SMPL107	SMPL108	SMPL109	SMPL11	SMPL110	SMPL111	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL60	SMPL61	SMPL62	SMPL63	SMPL64	SMPL65	SMPL66	SMPL67	SMPL68	SMPL69	SMPL7	SMPL70	SMPL71	SMPL72	SMPL73	SMPL74	SMPL75	SMPL76	SMPL77	SMPL78	SMPL79	SMPL8	SMPL80	SMPL81	SMPL82	SMPL83	SMPL84	SMPL85	SMPL86	SMPL87	SMPL88	SMPL89	SMPL9	SMPL90	SMPL91	SMPL92	SMPL93	SMPL94	SMPL95	SMPL96	SMPL97	SMPL98	SMPL99
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Parvimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Peptoniphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	150
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;Family XIII AD3011 group	0	6	25	1	0	0	5	0	1	0	0	0	0	0	0	0	6	0	3	0	0	14	3	6	0	9	15	0	1	0	72	46	0	80	0	41	0	0	1	1	9	62	59	0	277	2	0	86	0	1	0	0	165	102	11	97	0	0	0	0	0	0	3	0	0	7	0	15	142	0	0	0	0	1	21	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	6	0	0	0	4	0	6	8	0	1	3	25	19	2	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;Family XIII UCG-001	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	65	0	23	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	15	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;Mogibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;S5-A14a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;[Eubacterium] brachy group	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;?	10	922	997	127	130	0	546	346	182	0	0	178	0	139	0	0	2252	0	5923	49	1	1856	623	1920	111	491	310	6	2042	0	305	853	2	1685	0	1807	0	0	23	33	435	92	720	1	6103	16	34	1536	2	2	0	1	414	626	197	643	0	3	14	1	1	0	301	0	5	2425	0	408	3468	523	4	0	46	186	425	0	0	32	2	725	0	23	8	8	25	2	2	0	0	69	0	0	16	50	130	145	556	11	9	301	1	3284	210	236	1620	1248	251	1048	324	93	112	14
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Agathobacter	0	1	3	0	1	0	3	1	1	0	0	0	0	0	0	0	1	0	4	0	0	6	0	0	1	1	0	0	0	0	0	39	0	15	0	37	0	0	0	0	61	0	2	0	78	1	0	355	4	1	0	0	1	20	17	18	0	0	0	0	0	0	8	0	0	10	0	3	2	25	0	0	0	9	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	5	2	0	0	0	0	1	0	2	0	6	8	4	1	37	0	0	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia	0	2	10	9	7	0	12	6	8	0	0	14	0	3	0	0	125	2	285	0	0	10	1	88	0	61	30	0	9	0	131	201	0	63	0	104	0	0	1	0	107	5	293	0	188	2	3	130	0	0	0	0	13	25	9	52	0	1	0	0	0	0	12	0	2	34	0	9	459	41	381	0	2	0	5	0	0	4	0	46	0	7	1	4	66	4	0	0	0	3	0	0	2	1	1	2	53	2	0	5	0	111	2	20	29	103	31	164	9	4	16	4
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus 1	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	138	0	0	0	0	0	1	0	7	0	0	0	0	0	0	24	0	0	0	0	3	0	1	0	0	0	22	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	1	7	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus 2	1	430	0	1	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	0	0	0	0	4	0	0	0	0	410	0	0	0	0	0	0	0	0	1	0	30	0	0	0	0	4	182	35	3	67	1	0	1	0	1	0	0	0	0	820	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25	4	15	85	0	1	6	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cuneatibacter	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	6	0	30	0	0	16	2	8	0	3	4	0	1	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	14	0	0	16	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella	0	0	0	0	1	0	1	5	7	0	0	0	0	1	0	3	1	0	3	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7	0	11	0	0	0	0	1	0	5	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter	0	6	62	24	14	0	7	23	16	0	0	26	0	6	0	0	298	1	1492	0	0	105	7	1518	16	221	5	0	38	1	27	69	0	57	0	200	1	0	6	5	791	58	849	2	1056	55	6	1427	1	1	1	0	10	49	27	116	0	0	0	1	0	0	21	0	0	10	0	86	123	42	0	0	53	9	33	0	0	24	1	40	0	3	1	4	11	5	2	0	0	4	0	0	9	7	3	10	150	5	1	101	0	348	0	100	81	315	53	229	29	12	2	3
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;GCA-900066575	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	38	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	7	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;GCA-900066755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3	0	1	2	1	3	0	7	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Howardella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	60	0	32	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Hungatella	0	0	2	4	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	3	3	5	0	0	0	0	3	0	92	88	0	1	0	0	0	0	0	0	189	15	17	0	1	0	0	19	0	0	0	0	1	18	6	0	0	0	0	0	0	0	0	0	1	0	0	0	17	4	3	0	1	0	0	0	0	0	0	5	0	0	0	0	35	2	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium	0	54	90	14	18	0	3	12	2	0	0	12	0	18	0	7	51	0	167	2	5	1115	258	325	9	77	132	4	424	2	4106	917	2	577	0	137	1	1	137	14	77	1155	472	10	50	46	8	1408	12	0	0	1	26	104	31	30	2	7	8	0	0	1	48	0	15	256	0	371	240	1505	67	0	56	42	257	0	0	28	1	89	0	20	17	14	166	20	1	0	0	11	0	0	33	22	25	11	1	0	1	9	0	49	5	8	20	4	5	4	1	5	6	6
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira	0	128	0	0	1	0	0	7	5	0	0	0	0	1	0	0	7	0	36	27	0	52	14	438	136	6	3	0	236	0	0	7	0	0	0	120	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	34	0	34	85	0	0	0	0	0	0	0	0	0	0	58	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	24	0	19	52	6	0	0	0	0	3	15	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae AC2044 group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae FCS020 group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	4	0	0	3	0	2	0	13	0	27	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae FE2018 group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group	0	2800	41	110	164	0	79	147	247	0	0	200	0	11	1	0	120	1	578	0	1	2397	5107	2403	8	1575	2347	132	2632	1	159	825	0	3525	0	83	3	2	2	2	10	708	763	5	427	2	5	1302	15	1	2	15	1759	386	161	938	3	1	1	1	3	0	1484	0	4	1398	3	17467	60	7	6	0	2	2039	6	0	0	3	11	26	0	97	0	1	2	0	0	0	0	5	0	1	4	2	1	28	7	1	1	24	0	581	176	6	65	11	23	47	41	10	21	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-001	0	18	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	12	607	2	2	8	1	16	0	0	0	0	1	0	41	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	55	0	14	6	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-004	0	43	25	8	8	0	5	10	6	0	0	3	0	1	0	0	29	0	145	0	0	73	6	82	7	11	13	0	55	0	27	26	0	37	0	54	0	0	5	1	9	9	0	0	6	0	4	5	0	0	0	0	0	0	1	5	0	0	0	0	0	0	11	0	0	89	0	20	8	3	0	0	0	9	8	0	0	4	0	3	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	2	0	24	2	2	1	0	0	0	1	5	4	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-008	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-010	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	3	0	0	1	0	0	0	16	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	5	17	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia	0	295	15	2	0	0	1	14	12	0	0	8	0	2	0	0	69	0	691	0	0	0	3	531	17	4	11	2	5594	0	0	0	0	1	0	102	0	1	0	1	0	0	0	0	24	2	9	22	0	0	0	3	68	28	23	4	0	0	0	0	0	0	376	0	0	674	1	188	22	27	2	0	0	255	83	0	0	3	7	6	0	0	0	0	0	0	0	0	0	2	0	3	5	3	0	6	4	0	0	8	0	9	18	0	39	5	1	4	17	5	4	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Sellimonas	0	0	51	0	0	0	1	0	0	0	0	0	0	1	0	0	5	0	7	0	0	1	0	0	0	0	2	0	10	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	5	0	0	12	0	5	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	27	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] fissicatena group	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	12	0	0	2	2	0	0	0	0	0	0	0	12	4	0	2	0	1	0	0	0	0	2	0	7	0	4	0	0	30	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group	4	3	1066	2	3	0	6	1	2	0	0	5	0	69	0	0	1361	4	805	6	0	60	3	277	5	265	33	0	3	0	4	0	0	0	0	324	0	0	0	0	1	9	378	0	45	13	11	3692	1	0	0	0	11	35	0	42	0	1	1	0	0	0	13	0	0	34	0	22	2434	0	0	0	0	8	3	0	0	3	0	700	0	10	0	0	0	0	0	0	0	21	0	0	5	25	1	0	85	1	0	14	1	624	0	96	74	136	21	215	2	8	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] oxidoreducens group	0	0	13	2	2	0	1	3	1	0	0	26	0	0	0	0	9	0	38	0	0	2	0	81	0	0	9	0	27	0	170	56	0	23	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	2	2	0	10	8	0	0	0	0	0	6	0	0	2	0	4	0	11	0	0	6	1	0	0	2	0	0	0	0	0	0	3	2	0	0	5	0	8	1	0	0	0	0	0	4	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] ruminantium group	0	0	0	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	14	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	7	0	2	3	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] ventriosum group	0	0	70	0	0	0	0	4	5	0	0	0	0	1	0	1	53	1	59	0	0	182	73	155	0	13	8	1	123	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	138	1	0	7	0	1	0	0	99	25	0	63	0	0	0	0	0	0	0	0	0	2	0	94	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	1	9	0	64	0	0	39	19	3	8	29	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] xylanophilum group	0	0	35	11	7	0	15	20	10	0	0	17	0	1	0	0	97	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	10	3	0	54	0	0	0	0	1	0	0	28	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	8	0	160	0	0	0	0	0	0	20	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus] gauvreauii group	0	1	191	14	4	0	3	4	2	0	0	21	0	1	0	0	88	1	932	1	1	36	1	2	7	0	0	1	0	0	0	433	0	0	0	24	0	0	0	0	1	12	749	4	478	3	1	1480	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	1	3	0	2	1004	4	0	0	3	12	4	0	0	0	0	479	0	0	0	0	7	0	0	0	0	0	0	0	1	16	0	12	59	0	0	0	0	551	0	1	0	0	0	0	11	0	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus] torques group	0	3	11	2	1	0	0	0	0	0	0	0	0	1	0	0	9	0	1	0	0	36	24	5	0	0	1	0	0	0	2164	402	0	193	0	25	0	0	38	15	499	0	0	0	1	0	0	3	0	0	0	0	1	0	2	2	0	1	0	0	0	0	2	0	0	42	0	11	359	12	0	0	0	6	7	0	0	1	0	89	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	23	0	13	5	0	0	0	2	0	3	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;?	5	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	1	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridioides	0	123	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	7	28	6	0	1	2	0	608	6	1	1	0	83	0	0	6	0	4	0	0	0	0	0	2	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	0	8	0	5	66	0	0	0	5	0	1	0	0	0	2	19	0	0	0	2	0	0	0	0	0	39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	5	0	0	0	0
