OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_485	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
OTU_41	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] hallii group	?
OTU_630	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
OTU_2614	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	?
OTU_2384	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium rimae
OTU_569	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	?
OTU_206	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU_1372	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
OTU_379	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	?
OTU_55	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella dispar
OTU_285	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	?
OTU_279	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	?	?	?
OTU_37	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-002	gut metagenome
OTU_1255	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	?
OTU_257	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 9	?
OTU_3175	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] oxidoreducens group	?
OTU_292	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	?
OTU_1848	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	?
OTU_90	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	?
OTU_360	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	?
OTU_58	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-002	?
OTU_927	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 9	?
OTU_1876	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU_109	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU_540	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-001	?
OTU_443	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	?
OTU_386	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	Azospirillum sp. AP-500
OTU_627	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU_340	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	?	?	?
OTU_3861	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	uncultured organism
OTU_128	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU_161	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp. X2
OTU_1270	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	uncultured rumen bacterium	?	?
OTU_320	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU_445	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter	Empedobacter falsenii genomovar 2
OTU_200	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU_1595	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
OTU_222	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	uncultured Azospirillum sp.
OTU_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	?
OTU_19	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
OTU_967	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	?	OTU1168|NN=Anaerorhabdus_furcosa_HM038002|D=82.2
OTU_289	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	?
OTU_361	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
OTU_235	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	gut metagenome
OTU_1371	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	?
OTU_20	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	?
OTU_461	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	uncultured Clostridiaceae bacterium
OTU_1766	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	?
OTU_1096	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU_396	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	Provencibacterium massiliense
OTU_99	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU_205	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU_1443	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	?
OTU_1792	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	?	?
OTU_36	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	?
OTU_95	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	?
OTU_1602	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	?
OTU_12	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 9	?
